dataset,kem_backend,sig_backend,backend_label,round,loss,accuracy,f1_score,fl_time_sec,train_time_sec,learning_rate,batch_size,time_adv_keys,time_share_keys,time_verify_sigs,time_masked,time_unmask,time_secagg_total
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),32,0.098937,0.9713,,2925.817,79.979,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),33,0.097427,0.9719,,3013.705,82.351,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),34,0.094481,0.9729,,3107.695,88.359,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),35,0.092753,0.9733,,3195.579,82.283,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),36,0.090773,0.974,,3290.846,89.724,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),37,0.08903,0.9747,,3384.986,88.565,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),38,0.087113,0.975,,3482.905,92.308,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),39,0.085793,0.9752,,3570.886,82.239,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),40,0.084369,0.9761,,3658.23,81.776,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
mnist,ML-KEM-768,SLH-DSA-shake_128f,Full PQ (ML-KEM+SPHINCS+),41,0.082944,0.9764,,3748.829,84.828,0.001,64,3.04499,0.262005,1.062483,0.245771,0.00915,4.624399
